TECH;CLASS;PRECISION;RECALL;F1
Ram;http://schema.org/phone;1;0.80952381;0.894736842
Ram;http://schema.org/name;0.952380952;0.975609756;0.963855422
Ram;http://www.okkam.org/ontology/restaurant2.owl#city;0.952380952;0.952380952;0.952380952
Ram;http://www.aktors.org/ontology/portal#full-name;0.411764706;0.538461538;0.466666667
Ram;http://www.geonames.org/ontology#name;1;0.047619048;0.090909091
Ram;http://edubase.rkbexplorer.com/id/TELNUM;1;0.333333333;0.5
Ram;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
Ram;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#day-of;0.931818182;1;0.964705882
Ram;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#name;0.333333333;0.25;0.285714286
Ram;http://schema.org/title;0.851351351;0.538461538;0.659685864
Ram;http://www.okkam.org/ontology/restaurant2.owl#street;0.730769231;0.904761905;0.808510638
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;0.619047619;0.764705882
Ram;http://xmlns.com/foaf/0.1/familyName;0.4;0.095238095;0.153846154
Ram;http://schema.org/city;0.875;0.666666667;0.756756757
Ram;http://www.okkam.org/ontology/restaurant2.owl#name;0.875;0.333333333;0.482758621
Ram;http://www.geonames.org/ontology#CountryCode;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Ram;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Ram;http://schema.org/email;1;0.714285714;0.833333333
Ram;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.076923077;0.142857143
Ram;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;0.387755102;0.904761905;0.542857143
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;0.8;0.761904762;0.780487805
Ram;http://www.w3.org/2000/01/rdf-schema#label;0.954545455;0.591549296;0.730434783
Ram;micro;0.675348274;0.675348274;0.675348274
Ram;macro;0.796102285;0.633555473;0.705588393
Ram;http://schema.org/date;0.580645161;0.857142857;0.692307692
Ram;http://www.aktors.org/ontology/portal#has-grant-value;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#month-of;0.888888889;0.780487805;0.831168831
Ram;http://schema.org/year;0.808823529;0.723684211;0.763888889
Ram;http://purl.org/NET/c4dm/timeline.owl#end;0.25;0.181818182;0.210526316
Ram;http://www.aktors.org/ontology/portal#has-email-address;1;0.266666667;0.421052632
Ram;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
Ram;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.777777778;1;0.875
Ram;none;0.004716981;1;0.009389671
Ram;http://xmlns.com/foaf/0.1/page;0.87755102;1;0.934782609
Ram;http://edubase.rkbexplorer.com/id/TOWN;1;0.238095238;0.384615385
Ram;http://www.aktors.org/ontology/portal#year-of;1;1;1
Ram;http://schema.org/cfdaNumber;1;1;1
Ram;http://purl.org/NET/c4dm/timeline.owl#start;0.4375;0.636363636;0.518518519
Ram;http://tdg.org/vocabularies/dblp_src#publishedIn;0.444444444;0.571428571;0.5
Ram;http://schema.org/dunsNumber;1;0.904761905;0.95
Ram;http://tdg.org/vocabularies/dblp/src#title;0.148148148;0.19047619;0.166666667
Ram;http://purl.org/dc/terms/title;1;1;1
Ram;http://xmlns.com/foaf/0.1/givenName;0.5;0.238095238;0.322580645
Ram;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
Ram;http://xmlns.com/foaf/0.1/homepage;1;1;1
Ram;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
Ram;http://schema.org/awardAgencyCode;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#date;0.296296296;0.380952381;0.333333333
Ram;http://www.aktors.org/ontology/portal#has-title;0.636363636;0.777777778;0.7
Ram;http://edubase.rkbexplorer.com/id/SCHNAME;0.777777778;1;0.875
Ram;http://schema.org/transType;0.875;1;0.933333333
Ram;http://www.aktors.org/ontology/support#has-pretty-name;0.5;0.444444444;0.470588235
Ram;http://schema.org/phone;1;0.761904762;0.864864865
Ram;http://schema.org/name;0.911111111;1;0.953488372
Ram;http://www.okkam.org/ontology/restaurant2.owl#city;0.869565217;0.952380952;0.909090909
Ram;http://www.aktors.org/ontology/portal#full-name;0.5;0.4;0.444444444
Ram;http://www.geonames.org/ontology#name;1;0.047619048;0.090909091
Ram;http://edubase.rkbexplorer.com/id/TELNUM;1;0.285714286;0.444444444
Ram;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
Ram;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#day-of;0.911111111;1;0.953488372
Ram;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#name;0.333333333;1;0.5
Ram;http://schema.org/title;0.666666667;0.5625;0.610169492
Ram;http://www.okkam.org/ontology/restaurant2.owl#street;0.8;0.952380952;0.869565217
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;0.523809524;0.6875
Ram;http://xmlns.com/foaf/0.1/familyName;0.333333333;0.047619048;0.083333333
Ram;http://schema.org/city;0.882352941;0.714285714;0.789473684
Ram;http://www.okkam.org/ontology/restaurant2.owl#name;0.75;0.285714286;0.413793103
Ram;http://www.geonames.org/ontology#CountryCode;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Ram;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Ram;http://schema.org/email;1;0.714285714;0.833333333
Ram;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.066666667;0.125
Ram;http://telegraphis.net/ontology/geography/geography#onContinent;0.954545455;1;0.976744186
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;0.375;0.714285714;0.491803279
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;0.888888889;0.761904762;0.820512821
Ram;http://www.w3.org/2000/01/rdf-schema#label;0.829268293;0.478873239;0.607142857
Ram;micro;0.66889881;0.66889881;0.66889881
Ram;macro;0.792761297;0.627311818;0.700398487
Ram;http://schema.org/date;0.882352941;0.714285714;0.789473684
Ram;http://www.aktors.org/ontology/portal#has-grant-value;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#month-of;0.902439024;0.902439024;0.902439024
Ram;http://schema.org/year;0.85483871;0.563829787;0.679487179
Ram;http://purl.org/NET/c4dm/timeline.owl#end;0.5;0.727272727;0.592592593
Ram;http://www.aktors.org/ontology/portal#has-email-address;1;0.357142857;0.526315789
Ram;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
Ram;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.75;1;0.857142857
Ram;none;0.004739336;1;0.009433962
Ram;http://xmlns.com/foaf/0.1/page;0.93956044;1;0.968838527
Ram;http://edubase.rkbexplorer.com/id/TOWN;1;0.238095238;0.384615385
Ram;http://www.aktors.org/ontology/portal#year-of;1;1;1
Ram;http://schema.org/cfdaNumber;1;1;1
Ram;http://purl.org/NET/c4dm/timeline.owl#start;0.5;0.272727273;0.352941176
Ram;http://tdg.org/vocabularies/dblp_src#publishedIn;0.7;0.333333333;0.451612903
Ram;http://schema.org/dunsNumber;1;0.80952381;0.894736842
Ram;http://tdg.org/vocabularies/dblp/src#title;0.4375;0.333333333;0.378378378
Ram;http://purl.org/dc/terms/title;1;1;1
Ram;http://xmlns.com/foaf/0.1/givenName;0.571428571;0.19047619;0.285714286
Ram;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
Ram;http://xmlns.com/foaf/0.1/homepage;1;1;1
Ram;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
Ram;http://schema.org/awardAgencyCode;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#date;0.346153846;0.428571429;0.382978723
Ram;http://www.aktors.org/ontology/portal#has-title;0.5625;1;0.72
Ram;http://edubase.rkbexplorer.com/id/SCHNAME;0.677419355;1;0.807692308
Ram;http://schema.org/transType;1;1;1
Ram;http://www.aktors.org/ontology/support#has-pretty-name;0.152173913;0.777777778;0.254545455
Ram;http://schema.org/phone;1;0.80952381;0.894736842
Ram;http://schema.org/name;0.891304348;1;0.942528736
Ram;http://www.okkam.org/ontology/restaurant2.owl#city;0.9;0.857142857;0.87804878
Ram;http://www.aktors.org/ontology/portal#full-name;0.666666667;0.428571429;0.52173913
Ram;http://www.geonames.org/ontology#name;1;0.238095238;0.384615385
Ram;http://edubase.rkbexplorer.com/id/TELNUM;1;0.333333333;0.5
Ram;http://www.aktors.org/ontology/portal#has-grant-reference;0.954545455;1;0.976744186
Ram;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#day-of;0.872340426;1;0.931818182
Ram;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#name;1;0.25;0.4
Ram;http://schema.org/title;0.730434783;0.736842105;0.733624454
Ram;http://www.okkam.org/ontology/restaurant2.owl#street;0.909090909;0.952380952;0.930232558
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;0.785714286;0.523809524;0.628571429
Ram;http://xmlns.com/foaf/0.1/familyName;0.4;0.095238095;0.153846154
Ram;http://schema.org/city;0.941176471;0.761904762;0.842105263
Ram;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.333333333;0.5
Ram;http://www.geonames.org/ontology#CountryCode;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Ram;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Ram;http://schema.org/email;1;0.666666667;0.8
Ram;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.071428571;0.133333333
Ram;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;0.38;0.904761905;0.535211268
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;0.739130435;0.80952381;0.772727273
Ram;http://www.w3.org/2000/01/rdf-schema#label;0.705882353;0.338028169;0.457142857
Ram;micro;0.712258065;0.712258065;0.712258065
Ram;macro;0.826988746;0.632816509;0.716988967
Ram;http://schema.org/date;0.826086957;0.904761905;0.863636364
Ram;http://www.aktors.org/ontology/portal#has-grant-value;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#month-of;0.944444444;0.829268293;0.883116883
Ram;http://schema.org/year;0.946502058;0.756578947;0.84095064
Ram;http://purl.org/NET/c4dm/timeline.owl#end;0.2;0.090909091;0.125
Ram;http://www.aktors.org/ontology/portal#has-email-address;1;0.428571429;0.6
Ram;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
Ram;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.913043478;1;0.954545455
Ram;none;0.004504505;1;0.00896861
Ram;http://xmlns.com/foaf/0.1/page;0.93956044;1;0.968838527
Ram;http://edubase.rkbexplorer.com/id/TOWN;1;0.238095238;0.384615385
Ram;http://www.aktors.org/ontology/portal#year-of;1;1;1
Ram;http://schema.org/cfdaNumber;1;1;1
Ram;http://purl.org/NET/c4dm/timeline.owl#start;0.473684211;0.818181818;0.6
Ram;http://tdg.org/vocabularies/dblp_src#publishedIn;0.411764706;0.333333333;0.368421053
Ram;http://schema.org/dunsNumber;1;0.80952381;0.894736842
Ram;http://tdg.org/vocabularies/dblp/src#title;0.155555556;0.333333333;0.212121212
Ram;http://purl.org/dc/terms/title;0.994186047;1;0.997084548
Ram;http://xmlns.com/foaf/0.1/givenName;0.444444444;0.19047619;0.266666667
Ram;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
Ram;http://xmlns.com/foaf/0.1/homepage;0.954545455;1;0.976744186
Ram;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
Ram;http://schema.org/awardAgencyCode;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#date;0.242424242;0.380952381;0.296296296
Ram;http://www.aktors.org/ontology/portal#has-title;0.5625;1;0.72
Ram;http://edubase.rkbexplorer.com/id/SCHNAME;0.636363636;1;0.777777778
Ram;http://schema.org/transType;1;0.952380952;0.975609756
Ram;http://www.aktors.org/ontology/support#has-pretty-name;0.109589041;0.888888889;0.195121951
Ram;http://schema.org/phone;1;0.714285714;0.833333333
Ram;http://schema.org/name;0.886363636;0.951219512;0.917647059
Ram;http://www.okkam.org/ontology/restaurant2.owl#city;0.769230769;0.952380952;0.85106383
Ram;http://www.aktors.org/ontology/portal#full-name;0.5;0.357142857;0.416666667
Ram;http://www.geonames.org/ontology#name;0.428571429;0.142857143;0.214285714
Ram;http://edubase.rkbexplorer.com/id/TELNUM;1;0.285714286;0.444444444
Ram;http://www.aktors.org/ontology/portal#has-grant-reference;0.954545455;1;0.976744186
Ram;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#day-of;0.886363636;0.951219512;0.917647059
Ram;http://telegraphis.net/ontology/geography/geography#capital;0.875;1;0.933333333
Ram;http://tdg.org/vocabularies/dblp_src#name;1;0.142857143;0.25
Ram;http://schema.org/title;0.877094972;0.484567901;0.624254473
Ram;http://www.okkam.org/ontology/restaurant2.owl#street;0.465116279;0.952380952;0.625
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;0.681818182;0.714285714;0.697674419
Ram;http://xmlns.com/foaf/0.1/familyName;0.4;0.095238095;0.153846154
Ram;http://schema.org/city;0.823529412;0.666666667;0.736842105
Ram;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.333333333;0.5
Ram;http://www.geonames.org/ontology#CountryCode;0.954545455;1;0.976744186
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Ram;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Ram;http://schema.org/email;1;0.714285714;0.833333333
Ram;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.071428571;0.133333333
Ram;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;0.225;0.857142857;0.356435644
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;0.666666667;0.476190476;0.555555556
Ram;http://www.w3.org/2000/01/rdf-schema#label;0.371428571;0.366197183;0.368794326
Ram;micro;0.680689306;0.680689306;0.680689306
Ram;macro;0.768971735;0.622173122;0.68782707
Ram;http://schema.org/date;1;1;1
Ram;http://www.aktors.org/ontology/portal#has-grant-value;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#month-of;1;0.804878049;0.891891892
Ram;http://schema.org/year;0.852941176;0.591836735;0.698795181
Ram;http://purl.org/NET/c4dm/timeline.owl#end;0.4;0.181818182;0.25
Ram;http://www.aktors.org/ontology/portal#has-email-address;1;0.466666667;0.636363636
Ram;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
Ram;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.807692308;1;0.893617021
Ram;none;0.004739336;1;0.009433962
Ram;http://xmlns.com/foaf/0.1/page;0.905263158;1;0.950276243
Ram;http://edubase.rkbexplorer.com/id/TOWN;1;0.333333333;0.5
Ram;http://www.aktors.org/ontology/portal#year-of;1;1;1
Ram;http://schema.org/cfdaNumber;1;1;1
Ram;http://purl.org/NET/c4dm/timeline.owl#start;0.526315789;0.909090909;0.666666667
Ram;http://tdg.org/vocabularies/dblp_src#publishedIn;0.545454545;0.285714286;0.375
Ram;http://schema.org/dunsNumber;1;0.666666667;0.8
Ram;http://tdg.org/vocabularies/dblp/src#title;0.4375;0.333333333;0.378378378
Ram;http://purl.org/dc/terms/title;0.977272727;1;0.988505747
Ram;http://xmlns.com/foaf/0.1/givenName;0.555555556;0.238095238;0.333333333
Ram;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
Ram;http://xmlns.com/foaf/0.1/homepage;1;1;1
Ram;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
Ram;http://schema.org/awardAgencyCode;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#date;0.28125;0.428571429;0.339622642
Ram;http://www.aktors.org/ontology/portal#has-title;0.666666667;0.888888889;0.761904762
Ram;http://edubase.rkbexplorer.com/id/SCHNAME;0.666666667;0.952380952;0.784313725
Ram;http://schema.org/transType;1;1;1
Ram;http://www.aktors.org/ontology/support#has-pretty-name;0.195121951;0.888888889;0.32
Ram;http://schema.org/phone;1;0.666666667;0.8
Ram;http://schema.org/name;0.909090909;0.975609756;0.941176471
Ram;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.904761905;0.95
Ram;http://www.aktors.org/ontology/portal#full-name;0.857142857;0.4;0.545454545
Ram;http://www.geonames.org/ontology#name;0.625;0.238095238;0.344827586
Ram;http://edubase.rkbexplorer.com/id/TELNUM;1;0.380952381;0.551724138
Ram;http://www.aktors.org/ontology/portal#has-grant-reference;0.954545455;1;0.976744186
Ram;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#day-of;0.869565217;0.975609756;0.91954023
Ram;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#name;0.666666667;0.5;0.571428571
Ram;http://schema.org/title;0.784482759;0.771186441;0.777777778
Ram;http://www.okkam.org/ontology/restaurant2.owl#street;0.714285714;0.952380952;0.816326531
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;0.882352941;0.714285714;0.789473684
Ram;http://xmlns.com/foaf/0.1/familyName;0.5;0.095238095;0.16
Ram;http://schema.org/city;0.722222222;0.619047619;0.666666667
Ram;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.428571429;0.6
Ram;http://www.geonames.org/ontology#CountryCode;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Ram;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Ram;http://schema.org/email;1;0.619047619;0.764705882
Ram;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.066666667;0.125
Ram;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;0.416666667;0.952380952;0.579710145
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;0.727272727;0.761904762;0.744186047
Ram;http://www.w3.org/2000/01/rdf-schema#label;0.842105263;0.450704225;0.587155963
Ram;micro;0.687994249;0.687994249;0.687994249
Ram;macro;0.820256283;0.645480966;0.722448472
Ram;http://schema.org/date;0.571428571;0.952380952;0.714285714
Ram;http://www.aktors.org/ontology/portal#has-grant-value;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#month-of;0.9375;0.731707317;0.821917808
Ram;http://schema.org/year;0.961352657;0.765384615;0.852248394
Ram;http://purl.org/NET/c4dm/timeline.owl#end;0.2;0.090909091;0.125
Ram;http://www.aktors.org/ontology/portal#has-email-address;1;0.384615385;0.555555556
Ram;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
Ram;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.913043478;1;0.954545455
Ram;none;0.004651163;1;0.009259259
Ram;http://xmlns.com/foaf/0.1/page;0.927927928;1;0.962616822
Ram;http://edubase.rkbexplorer.com/id/TOWN;1;0.142857143;0.25
Ram;http://www.aktors.org/ontology/portal#year-of;1;1;1
Ram;http://schema.org/cfdaNumber;1;0.952380952;0.975609756
Ram;http://purl.org/NET/c4dm/timeline.owl#start;0.473684211;0.818181818;0.6
Ram;http://tdg.org/vocabularies/dblp_src#publishedIn;0.6;0.571428571;0.585365854
Ram;http://schema.org/dunsNumber;1;0.714285714;0.833333333
Ram;http://tdg.org/vocabularies/dblp/src#title;0.117021277;0.523809524;0.191304348
Ram;http://purl.org/dc/terms/title;1;1;1
Ram;http://xmlns.com/foaf/0.1/givenName;0.5;0.238095238;0.322580645
Ram;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
Ram;http://xmlns.com/foaf/0.1/homepage;1;1;1
Ram;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
Ram;http://schema.org/awardAgencyCode;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#date;0.466666667;0.333333333;0.388888889
Ram;http://www.aktors.org/ontology/portal#has-title;0.473684211;1;0.642857143
Ram;http://edubase.rkbexplorer.com/id/SCHNAME;0.677419355;1;0.807692308
Ram;http://schema.org/transType;1;1;1
Ram;http://www.aktors.org/ontology/support#has-pretty-name;0.111111111;0.777777778;0.194444444
Ram;http://schema.org/phone;1;0.761904762;0.864864865
Ram;http://schema.org/name;0.952380952;0.975609756;0.963855422
Ram;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.952380952;0.975609756
Ram;http://www.aktors.org/ontology/portal#full-name;1;0.461538462;0.631578947
Ram;http://www.geonames.org/ontology#name;0.6;0.142857143;0.230769231
Ram;http://edubase.rkbexplorer.com/id/TELNUM;1;0.285714286;0.444444444
Ram;http://www.aktors.org/ontology/portal#has-grant-reference;0.954545455;1;0.976744186
Ram;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#day-of;0.854166667;1;0.921348315
Ram;http://telegraphis.net/ontology/geography/geography#capital;0.875;1;0.933333333
Ram;http://tdg.org/vocabularies/dblp_src#name;0.25;0.166666667;0.2
Ram;http://schema.org/title;0.88372093;0.542857143;0.672566372
Ram;http://www.okkam.org/ontology/restaurant2.owl#street;0.76;0.904761905;0.826086957
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;0.80952381;0.894736842
Ram;http://xmlns.com/foaf/0.1/familyName;0.428571429;0.142857143;0.214285714
Ram;http://schema.org/city;0.875;0.666666667;0.756756757
Ram;http://www.okkam.org/ontology/restaurant2.owl#name;0.875;0.333333333;0.482758621
Ram;http://www.geonames.org/ontology#CountryCode;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Ram;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Ram;http://schema.org/email;1;0.714285714;0.833333333
Ram;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.076923077;0.142857143
Ram;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;0.327868852;0.952380952;0.487804878
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;0.826086957;0.904761905;0.863636364
Ram;http://www.w3.org/2000/01/rdf-schema#label;0.813953488;0.492957746;0.614035088
Ram;micro;0.686532951;0.686532951;0.686532951
Ram;macro;0.800218247;0.642552357;0.712770442
Ram;http://schema.org/date;0.68;0.80952381;0.739130435
Ram;http://www.aktors.org/ontology/portal#has-grant-value;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#month-of;0.903225806;0.682926829;0.777777778
Ram;http://schema.org/year;0.826923077;0.704918033;0.761061947
Ram;http://purl.org/NET/c4dm/timeline.owl#end;0.6;0.272727273;0.375
Ram;http://www.aktors.org/ontology/portal#has-email-address;1;0.466666667;0.636363636
Ram;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
Ram;http://edubase.rkbexplorer.com/id/ISPRIMARY;1;1;1
Ram;none;0.004464286;1;0.008888889
Ram;http://xmlns.com/foaf/0.1/page;0.886597938;1;0.93989071
Ram;http://edubase.rkbexplorer.com/id/TOWN;1;0.238095238;0.384615385
Ram;http://www.aktors.org/ontology/portal#year-of;1;1;1
Ram;http://schema.org/cfdaNumber;1;1;1
Ram;http://purl.org/NET/c4dm/timeline.owl#start;0.529411765;0.818181818;0.642857143
Ram;http://tdg.org/vocabularies/dblp_src#publishedIn;0.529411765;0.428571429;0.473684211
Ram;http://schema.org/dunsNumber;1;0.80952381;0.894736842
Ram;http://tdg.org/vocabularies/dblp/src#title;0.205882353;0.333333333;0.254545455
Ram;http://purl.org/dc/terms/title;1;1;1
Ram;http://xmlns.com/foaf/0.1/givenName;0.5;0.238095238;0.322580645
Ram;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
Ram;http://xmlns.com/foaf/0.1/homepage;1;1;1
Ram;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
Ram;http://schema.org/awardAgencyCode;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#date;0.217391304;0.476190476;0.298507463
Ram;http://www.aktors.org/ontology/portal#has-title;0.666666667;0.888888889;0.761904762
Ram;http://edubase.rkbexplorer.com/id/SCHNAME;0.677419355;1;0.807692308
Ram;http://schema.org/transType;0.875;1;0.933333333
Ram;http://www.aktors.org/ontology/support#has-pretty-name;0.444444444;0.444444444;0.444444444
Ram;http://schema.org/phone;1;0.714285714;0.833333333
Ram;http://schema.org/name;0.911111111;1;0.953488372
Ram;http://www.okkam.org/ontology/restaurant2.owl#city;0.952380952;0.952380952;0.952380952
Ram;http://www.aktors.org/ontology/portal#full-name;0.5;0.066666667;0.117647059
Ram;http://www.geonames.org/ontology#name;0.5;0.142857143;0.222222222
Ram;http://edubase.rkbexplorer.com/id/TELNUM;1;0.238095238;0.384615385
Ram;http://www.aktors.org/ontology/portal#has-grant-reference;0.954545455;1;0.976744186
Ram;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#day-of;0.836734694;1;0.911111111
Ram;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
Ram;http://tdg.org/vocabularies/dblp_src#name;0.333333333;0.333333333;0.333333333
Ram;http://schema.org/title;0.773913043;0.626760563;0.692607004
Ram;http://www.okkam.org/ontology/restaurant2.owl#street;0.833333333;0.952380952;0.888888889
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;0.944444444;0.80952381;0.871794872
Ram;http://xmlns.com/foaf/0.1/familyName;0.4;0.095238095;0.153846154
Ram;http://schema.org/city;0.9375;0.714285714;0.810810811
Ram;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.333333333;0.5
Ram;http://www.geonames.org/ontology#CountryCode;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
Ram;http://www.geonames.org/ontology#population;1;0.047619048;0.090909091
Ram;http://schema.org/email;1;0.714285714;0.833333333
Ram;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.066666667;0.125
Ram;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;0.301886792;0.761904762;0.432432432
Ram;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;0.904761905;0.904761905;0.904761905
Ram;http://www.w3.org/2000/01/rdf-schema#label;0.848484848;0.394366197;0.538461538
Ram;micro;0.673157163;0.673157163;0.673157163
Ram;macro;0.805171642;0.626776157;0.704861431
Ram;http://schema.org/date;0.730769231;0.904761905;0.808510638
Ram;http://www.aktors.org/ontology/portal#has-grant-value;1;0.047619048;0.090909091
Ram;http://www.aktors.org/ontology/portal#month-of;0.95;0.926829268;0.938271605
Ram;http://schema.org/year;0.952755906;0.793442623;0.865831843
Ram;http://purl.org/NET/c4dm/timeline.owl#end;0.357142857;0.454545455;0.4
Ram;http://www.aktors.org/ontology/portal#has-email-address;1;0.266666667;0.421052632
Ram;http://xmlns.com/foaf/0.1/name;1;0.047619048;0.090909091
